T,E,M,C,chi
1.0,-3227.759135723836,0.9993326595533375,33.9692712649703,8.523796164450204e-7
1.02,-3227.1307612197243,0.9992278032572127,37.136634679991715,9.90502170588614e-7
1.04,-3226.1157851526727,0.999061734723408,44.90118339442862,1.2373417643049768e-6
1.06,-3225.1696632064404,0.9989126508795955,48.51601067161265,1.347847722950088e-6
1.08,-3223.668305730429,0.9986745253281174,58.26851382751953,1.6620493687097485e-6
1.1,-3222.8943833044104,0.9985437284848098,65.13688466550151,1.921665402158303e-6
1.12,-3221.3521111337986,0.998303512053503,69.45750711138872,2.0524247664505905e-6
1.14,-3155.096136674551,-0.9978955958169492,84.15741152418151,2.6953404741069247e-6
1.16,-3217.736946534658,0.9977064713901845,88.0121652288285,2.7560134682077023e-6
1.18,-3215.9440694965065,0.9974097819447084,94.47289688560306,3.079955597530478e-6
1.2,-3213.355613293489,0.9969617267492287,115.01802114847426,4.024589593254468e-6
1.22,-3211.6635429758026,0.9966917320667364,115.10608541220827,4.023822416431489e-6
1.24,-3209.782009051809,0.996400955589858,130.83801775493316,4.640236974143018e-6
1.26,-3207.9667946338286,0.9960750755465018,139.775870308753,5.355113440076213e-6
1.28,-3138.134728621838,-0.994969280150206,156.03225625795858,7.037030887516171e-6
1.3,-3200.8605086735047,0.9948503097646013,171.83148622975722,6.8281064248020524e-6
1.32,-3199.0251511033866,0.9945625074692868,173.03597629737342,6.918398996032039e-6
1.34,-3195.311008906484,0.9939304001955442,170.0411390753429,6.893211899045097e-6
1.36,-3191.1181008877084,0.9931840857030664,196.30040399606133,8.174874245755535e-6
1.38,-3186.8223100302394,0.9924600848594273,215.1651204205898,9.447336442776809e-6
1.4,-3182.173391408094,0.9916317654042199,212.49517604936756,9.523328708801618e-6
1.42,-3177.2408923585435,0.9908280831446665,254.69936120721601,1.1586766952001957e-5
1.44,-3105.0784931757535,-0.9891700227274524,246.20786338974867,1.2561798228391231e-5
1.46,-3100.09254963461,-0.9883467407467248,277.55991888852424,1.3965273490363642e-5
1.48,-3162.3645458569176,0.9881330369006717,298.7435539489458,1.5527979445355314e-5
1.5,-3154.6797955278516,0.9867731113790918,293.9938471458024,1.5299514594113717e-5
1.52,-3151.536826109973,0.9862034129904589,306.1525635393865,1.6617746229440288e-5
1.54,-3141.3545106331126,0.984384383974856,366.9427150191585,1.9531200000745162e-5
1.56,-3137.6424929075324,0.9837324703383423,351.4933633605198,1.9314118257080386e-5
1.58,-3126.917964256492,0.9816998056632079,399.28247512552025,2.3887996836661247e-5
1.6,-3047.5454630416843,-0.9782267808757941,431.00516964404954,3.0194816562426063e-5
1.62,-3112.478762557223,0.9789451571121561,435.9284867392731,2.7638239941804346e-5
1.64,-3104.3240412391806,0.9773295087114269,484.886393924025,3.23125261919306e-5
1.66,-3092.9530793449335,0.9751160966620459,480.4923723619834,3.27949808034866e-5
1.68,-3086.5279986974524,0.9738365115192541,539.8314108487638,3.8474829272087487e-5
1.7,-3074.1495524007414,0.9713467254437955,575.7051422798871,4.35743339322712e-5
1.72,-3061.4979840857573,0.9686308463956501,581.178509519703,4.610700181689613e-5
1.74,-3054.2411751316904,0.967416267992393,614.907428661497,5.065315001820424e-5
1.76,-3044.647960671236,0.9656831055868808,544.7297300516834,4.3109998246887444e-5
1.78,-3032.4178484872314,0.9626753169163785,675.2364908565734,6.472492730837593e-5
1.8,-3015.4264874842574,0.9592463879881791,674.2198469927879,6.10622404559644e-5
1.82,-3000.4873298157854,0.9561665683253933,674.0708045210239,6.49553438427872e-5
1.84,-2985.6728422432193,0.952710985754326,739.2832312174185,7.242822043253814e-5
1.86,-2973.100177980328,0.9501202909138908,707.5775896997708,7.39851091526903e-5
1.88,-2954.3950400686604,0.9458439107458211,768.9880064631496,8.677197428056843e-5
1.9,-2934.8674549125467,0.9406431623388872,897.212394964662,0.00012438262167644898
1.92,-2922.04084712017,0.9384237764214964,863.1846717910068,0.00010421177762953705
1.94,-2898.062146216031,0.9324114142571667,945.2544215214166,0.00013277981227895013
1.96,-2885.6860800640657,0.9297040028298967,992.7357798044173,0.00013163446790455816
1.98,-2865.2952156338615,0.9238986580684331,981.3463022007263,0.00014655832891954403
2.0,-2836.640706308236,0.9159039601690776,1058.9664038764313,0.0001945753857607868
2.02,-2822.1528508378447,0.9129079250851863,1131.1765092499638,0.00020452816364408154
2.04,-2804.3943054614333,0.9098258360083965,1076.3923746292626,0.0001749588731048897
2.06,-2774.4972395514055,0.8993137947891756,1322.0793968067012,0.00029092139398024657
2.08,-2746.281783118114,0.8921027468862183,1237.2756350897257,0.00025820442109739957
2.1,-2717.1414127747344,0.8823862648818385,1323.2833240145305,0.0003343581061056509
2.12,-2695.287942332708,0.8771367990269419,1221.379675018971,0.00029394586480116237
2.14,-2649.6876851102465,0.8573796330919704,1513.3185147474408,0.0007475281680585696
2.16,-2621.5250506578773,0.849590457697082,1616.2104261578752,0.0005962250331498631
2.18,-2597.829063739697,0.8441668148378868,1733.0734907732467,0.0006636079627573369
2.2,-2563.367599863562,0.8299184348663606,1632.2029598013012,0.0005946915902682592
2.22,-2510.6056371077684,0.8052548192776101,1862.701517190961,0.000930347354080121
2.24,-2469.0036797152898,0.7858250662814632,1966.068425334349,0.0011106318159441067
2.26,-2476.711419383102,0.7981144703874785,1939.6067133464148,0.0010850100783607426
2.28,-2408.786526459886,0.7602503090775312,2533.8349181744647,0.00237735087024791
2.3,-2372.9890182514796,0.7427592201710513,2549.99755620129,0.0023658025032247125
2.32,-2345.058906875302,0.7375448459109533,2023.4820593784743,0.0017963793181043507
2.34,-2283.773926839902,0.707938091114682,1931.742264339497,0.0017101396208618045
2.36,-2236.85216157726,0.6769087187554784,2405.5289581174707,0.002551311943291867
2.38,-2131.7866327933907,0.5653963713735701,3590.3400312631366,0.008385140570094936
2.4,-2099.3171763992445,0.5833832991325009,2474.734979211967,0.0038209399021085083
2.42,-2090.9294059673334,0.5878265218294725,2420.000886005263,0.003875779222497929
2.44,-2008.9606533080641,0.47464244601605415,2480.7217131088714,0.008293289178066359
2.46,-1971.054259648431,0.468269839362965,2087.125454849896,0.006324509633022783
2.48,-1949.0299872454636,0.47455476023120546,1984.2536457613546,0.005154722131289154
2.5,-1815.0164045736299,0.2968935704170017,1927.39504574731,0.010313152361068435
2.52,-1862.752235872471,0.4166967502824276,1705.6139243020948,0.0036181846983578386
2.54,-1819.6327274650203,0.37372999532375795,1969.577928361592,0.005773910301575898
2.56,-1766.6368032659486,0.3267665420501595,1699.9304787694314,0.006695021147840215
2.58,-1714.3953108826468,0.24530904682113394,1472.9281618086995,0.006459618644118684
2.6,-1698.177967429529,0.23311403680448187,1565.5440761621614,0.007171427400459085
2.62,-1676.2738348391204,0.2260976395595921,1477.8232950157878,0.007539915527588656
2.64,-1640.5677499697035,0.1950221980961074,1340.622351863462,0.007429615251559232
2.66,-1621.7681817663124,0.19297137342437085,1161.8318837300428,0.005765015399720804
2.68,-1584.991026378914,0.15743142049493214,1238.2163881508436,0.00550505106129794
2.7,-1576.9099405246911,0.18137722876234486,1092.8306315954012,0.003903928973063246
2.72,-1548.883596117589,0.17066374529929407,1106.417714743839,0.004789297345456624
2.74,-1534.8776034321813,0.17060157792980307,970.7503578907535,0.004060406458762375
2.76,-1512.3745614263712,0.13086713320127705,861.612342217242,0.0035164823299924787
2.78,-1495.5716557769451,0.1352727799197252,916.4271279082641,0.0033826173359689034
2.8,-1470.4190770189105,0.1377495767230578,856.1066677665568,0.0032283582031010036
2.82,-1452.8114485065785,0.09862038366838073,904.0830423577056,0.004497426795369816
2.84,-1441.5537430798431,0.12418118345568044,827.0533267942293,0.002925563799539201
2.86,-1421.7034937232966,0.11771520551105329,854.7357522142187,0.002843432954310905
2.88,-1400.2358181487282,0.11109710031351225,806.7836497154509,0.002579880261065508
2.9,-1390.551068902323,0.10754230531238587,692.5272775237813,0.002897399733254673
2.92,-1367.0492480327912,0.06997910109135912,717.3771133629134,0.0034653313826090077
2.94,-1356.2293767439592,0.08879192221864576,707.38903679578,0.0027005295081389004
2.96,-1343.8996207788346,0.0911177426118082,675.9756798362004,0.002215538513316259
2.98,-1328.8664718607238,0.059981146166501714,643.9869996583184,0.0025105061454931328
3.0,-1318.3793447847795,0.09719648877930927,661.9625076715472,0.0020679244869122385
3.02,-1299.4041995901719,0.057646664523562555,600.4785227387409,0.002613999002524339
3.04,-1287.5699243264899,0.0652721573923975,635.1481206579504,0.0020433952565024342
3.06,-1282.7123029805093,0.07290885887617785,645.3360630058038,0.001811134840186123
3.08,-1264.6881978895663,0.07663129122161515,645.2713549777224,0.0016230658462223532
3.1,-1256.3952203059641,0.06967998816157062,632.5976791058963,0.00251690206957589
3.12,-1242.5691142164806,0.06276213241218721,543.0168931660517,0.001729150778334268
3.14,-1231.8235441917332,0.05266973134718662,561.504672845139,0.0018008841133367354
3.16,-1215.4483104191897,0.057112261768785436,550.0430087394216,0.0018992171826947807
3.18,-1212.4634651911438,0.058845386177228315,574.0211139480322,0.0012925043292648089
3.2,-1197.262573015792,0.052241004167810044,524.2338454640275,0.0016073103613809577
3.22,-1192.914866227413,0.05435449745804811,504.1272522579273,0.001440904840499331
3.24,-1176.463109813403,0.0551653772994473,523.8400047886311,0.0017843812974179534
3.26,-1164.9859240866417,0.032397103936246535,503.01143660273016,0.0014070849682102024
3.28,-1158.306947163462,0.05066523915667743,465.30423711491045,0.0015988302828775763
3.3,-1139.9642755426717,0.05450325234093177,468.15330348367985,0.00161071145174415
3.32,-1133.6859984984376,0.041398992234440046,468.565436663852,0.0015201413048934556
3.34,-1123.7268040779477,0.05311386139335357,438.63618774287966,0.0012393612153626416
3.36,-1114.057164081964,0.03492234648247076,449.06161062736624,0.0011588772529732422
3.38,-1112.2060151213755,0.038236939106000796,477.18175854734295,0.0012235347352524196
3.4,-1101.7743580202548,0.04368411880736256,458.46279419271383,0.0014913658197062093
3.42,-1090.4946302333394,0.04478924066656645,411.25211467298897,0.001087684649316451
3.44,-1082.2962823001105,0.04147213867493705,467.11545331945115,0.001025181726470794
3.46,-1075.278615998912,0.038228065489042055,418.5449674043564,0.0010728413308775803
3.48,-1067.2461300161842,0.036282939295049214,398.86870829061263,0.001043960599392843
3.5,-1060.5831883143076,0.03829260481257347,399.8203808526527,0.0010947983354091938
