T,E,M,C,chi
1.0,-3244.07206914338,0.9993806488108893,30.703225759789348,7.85642895739791e-7
1.02,-3243.0764209966587,0.9992243054448029,38.40990092065393,1.0015556490914823e-6
1.04,-3242.3012820065064,0.9990957655233121,43.39467466825388,1.1890221910692256e-6
1.06,-3241.274206698184,0.9989309868078339,50.69059442301722,1.4067625394764482e-6
1.08,-3239.9830462114737,0.9987165792352365,62.78728283283815,1.8227817417999831e-6
1.1,-3239.3610763601155,0.9986220097347448,57.373652165401566,1.6816194920393262e-6
1.12,-3237.8782616621424,0.998379305796666,64.88323595365318,1.9483221514301645e-6
1.14,-3235.394349034164,0.9979777283040895,89.40824786778431,2.7455794381679164e-6
1.16,-3234.680451384319,0.9978520610651419,86.67886847276884,2.805156948680466e-6
1.18,-3232.7414065869207,0.9975449786404416,89.17677743294585,2.8723889907843075e-6
1.2,-3230.913876904443,0.9972231455452234,107.40315712496844,3.711279947064365e-6
1.22,-3228.1853715904767,0.996799241911621,107.25790536262895,3.605514961363501e-6
1.24,-3226.1693547659984,0.9964745975537798,122.45302333018735,4.2459974894471675e-6
1.26,-3223.04539021216,0.9959522159266224,130.05505335552658,4.6770468248743335e-6
1.28,-3221.707231327366,0.9957268542673936,135.8805072470659,5.0160931837003875e-6
1.3,-3218.98165578107,0.9952408353150799,143.72530059238684,5.5710634146059855e-6
1.32,-3214.428689806875,0.9944467803677783,175.64014874183195,7.3754595604281334e-6
1.34,-3211.193078087372,0.9939578085747204,174.56252304233374,6.965939983710838e-6
1.36,-3109.2481913686906,-0.992740088906896,204.80907279240756,9.495704373461404e-6
1.38,-3203.065054938514,0.9925633359095,203.93007596971532,8.794187458201511e-6
1.4,-3199.125896612116,0.9919066575445941,206.98870369328228,8.749111914872567e-6
1.42,-3194.367106022398,0.9910189804209949,214.25337051986418,9.937265179897372e-6
1.44,-3188.3977341503924,0.9900294211828352,269.24531719374994,1.2049303537107573e-5
1.46,-3184.6389388552843,0.9893045042454697,258.4242545528595,1.2654697507693987e-5
1.48,-3178.2659070639156,0.9881673836488096,286.3520964950533,1.4297432326798437e-5
1.5,-3173.941342960049,0.9873657927895927,315.13479236182235,1.6505846203903236e-5
1.52,-3167.188762636323,0.9863089849848073,323.2703617652375,1.630651822415759e-5
1.54,-3159.065565785686,0.9847492542164253,327.3728362233236,1.7761308323877227e-5
1.56,-3152.689530830884,0.9836187258510407,356.65356475715373,1.9490471136459827e-5
1.58,-3146.2617394121025,0.9823316183295364,388.3652690472133,2.2703549740843006e-5
1.6,-3135.88324855992,0.9803512235680935,409.2008427185646,2.5347475967746336e-5
1.62,-3131.7027393367307,0.9795738878518059,422.8162187837362,2.742687433448322e-5
1.64,-3013.9385134714057,-0.9745530847166004,504.5606560907053,4.280386039900725e-5
1.66,-3113.1918607487123,0.9761932813061499,455.48095361765337,3.085448869251401e-5
1.68,-3101.628650856237,0.9738991941914661,520.4489139632519,3.563478842501443e-5
1.7,-3091.55746902454,0.9716687381142044,529.1088418538802,3.983558051521547e-5
1.72,-3080.6524868154943,0.9698052015177174,492.37246938924204,3.545220789829719e-5
1.74,-3068.533390666882,0.9671811697142746,556.3733462323759,4.4864232948425695e-5
1.76,-3056.79583805291,0.9646696472331261,658.6507945860283,5.6817239488880165e-5
1.78,-3043.8553570454055,0.9621989174686997,615.504837445957,5.291718467940225e-5
1.8,-3032.6686006293166,0.9595675881459137,641.9030001375502,5.8518947817745274e-5
1.82,-3023.43940687091,0.9578437527196534,695.9531236531714,6.48889437628473e-5
1.84,-3006.3070556039306,0.9540691108394292,741.5405256175902,7.362763391858069e-5
1.86,-2990.7776498947537,0.9507351600103435,776.476097675569,7.57806086955225e-5
1.88,-2974.0556089711818,0.9469036500505309,787.6592135666493,8.643493527818753e-5
1.9,-2965.802515485065,0.945163243217471,824.7766100272661,8.987296462633456e-5
1.92,-2942.443158474596,0.9391043309996541,958.5189022209306,0.00012587600082998585
1.94,-2922.5310673116096,0.9343705655338058,1022.5065546533917,0.00014840836522197947
1.96,-2907.718715370055,0.9314669127766343,875.6895638766293,0.00011893750638530708
1.98,-2878.9119585875274,0.9238999853633205,1127.2804594102975,0.00016545193025461742
2.0,-2866.1113314464174,0.9212721247045077,1038.3012303516734,0.00016744256497486232
2.02,-2850.1171859515784,0.9175742603271871,1060.7694093107941,0.00015645349448316592
2.04,-2828.5718756310757,0.9114025275234113,1160.0959837948797,0.0002182717239953514
2.06,-2797.204746073353,0.9024868795599085,1189.5188630465673,0.0002281131273872988
2.08,-2771.249156298459,0.8960247856444783,1160.9256782646657,0.0002170136503705831
