T,E,M,C
1.0,-7189.914756657455,-0.999285676641857,86.1091201081872
1.02,-7187.883170992655,-0.9991433206354225,95.3538735747704
1.04,-6875.7617499284,-0.2385417046319368,230.79872216075964
1.06,-7184.207046152542,0.9988775807152698,118.95017792567232
1.08,-7180.978233272566,0.9986430888994249,128.9343964040218
1.1,-7179.396399630399,-0.9985277357781353,138.8981145706551
1.12,-7174.875684369956,-0.9981970332567436,163.5859976700811
1.14,-7170.302374839883,0.9978595321107144,196.9902717877293
1.16,-7168.259647827521,0.9977138152072093,200.40584926899885
1.18,-7163.4783916544675,-0.9973579442701822,221.7454556081443
1.2,-7158.971088962124,0.9970276928579667,251.94305894482466
1.22,-7153.947598639711,0.9966532492028092,272.86487699327887
1.24,-7149.909622528997,-0.9963465812558397,289.49190980709244
1.26,-7143.143426243927,-0.9958477077842703,287.544613698923
1.28,-7135.131483637604,0.9952424079282159,316.69598899043194
1.3,-7128.964020186241,-0.9947847270189857,367.48685823566103
1.32,-7120.695565917696,0.9941339217047674,436.52249021666023
1.34,-6764.347146469102,0.1768327867465811,554.2499922991037
1.36,-7105.151394029178,-0.9929389225945406,446.7040352977708
1.38,-6738.048689058837,0.18018437128247625,667.0676203391004
1.4,-7086.517343975313,-0.9914960279867888,515.9574325633598
1.42,-7074.191523430247,0.9905255851825059,541.1280569023874
1.44,-7060.254434461828,0.9894346895427774,612.0713094944986
1.46,-7052.307516003422,-0.9887965798765939,639.4652971257904
1.48,-7035.107611014049,0.9874009088708247,663.160249020107
1.5,-6654.003601591484,-0.042133196247981196,820.2273248698975
1.52,-7010.398485902345,0.9853773656824488,670.6477188436866
1.54,-6991.949402212459,-0.9837968262072998,794.4039007101247
1.56,-6978.9622003217255,0.9827775892499349,790.7553824714282
1.58,-6575.4021084139395,-0.17879915518955855,1072.2551343968817
1.6,-6943.779559792732,0.9798583355708802,925.4030453826998
1.62,-6919.012143476415,-0.9776510045798174,990.7878733969254
1.64,-6902.442123402366,-0.9762432574040272,974.9593945792981
1.66,-6882.90036713869,0.9746094447738793,1058.8764732289617
1.68,-6857.3612194091975,0.9722922108955351,1152.8915876882731
1.7,-6828.687234159542,0.9696161289241636,1258.806164178572
1.72,-6799.6237060772555,0.966941698139914,1308.4775048724628
1.74,-6780.410559213078,0.9650917808669189,1377.804875794652
1.76,-6758.056688316821,-0.9632628082864784,1333.572286119096
1.78,-6726.7692554347395,-0.9602678585699297,1431.0339871469944
1.8,-6278.7799857854325,-0.22106932529803597,1642.8938609651393
1.82,-6659.902986225496,-0.9531820394820708,1754.6781566425436
1.84,-6625.419358804154,-0.9499231608646067,1805.8110121571563
1.86,-6592.516028415064,-0.9466949292839572,1816.7452082224856
1.88,-6551.50751170832,-0.9420967019681711,1922.044315712249
1.9,-6513.528779500365,0.9381514810008881,2000.0024720427898
1.92,-6469.891543850496,0.9332281516645917,2015.2289647517641
1.94,-6420.674995339258,0.9275126179432965,2362.5078949970793
1.96,-6373.621306373913,0.9217516719478117,2756.522819019702
1.98,-6329.820408808589,-0.917215246074913,2452.0239425917543
2.0,-6286.277452878376,0.911662531910626,2587.2937120608985
2.02,-6213.028004623159,0.8996371651550602,2957.940644514936
2.04,-6160.448578274817,-0.8917523862554337,3097.3576500697473
2.06,-6111.040423763691,-0.8875619290308792,2641.8889503062574
2.08,-6026.168110678865,0.8749880210251847,3399.2814655366114
