T,E,M,C
2.76,-1483.3287648016803,0.007485992614618939,780.2129390696961
2.78,-1474.2188489615453,0.023714054251903288,833.9181070535199
2.8,-1442.0858887837232,-0.04613512236721949,884.531403081468
2.82,-1432.1454407056253,-0.0034147096961442045,860.2697492849095
2.84,-1423.7778072963533,-0.008604039202981804,793.9603216923435
2.86,-1404.9349552633958,0.0010367771031534062,780.9229062516978
2.88,-1385.6299539329777,0.006162818587208584,658.3750615199458
2.9,-1375.825101051384,0.013939036981454517,685.9733064134033
2.92,-1367.1339199942036,-0.0019803427106630397,734.6180475004037
2.94,-1358.6523395159943,-0.00905732550184239,710.9892775648253
2.96,-1328.3836367338595,0.00481962270679879,702.2005049318226
2.98,-1322.556351215344,0.017698317635512124,658.8897625297527
3.0,-1308.23699844389,0.017458711239345726,695.6191270867517
3.02,-1300.1793861422502,0.009391836605522962,575.6407807327618
3.04,-1281.1863596975393,-0.011259115653085298,626.7930055893224
3.06,-1268.664169617252,0.0035952571953957128,645.9147117661354
3.08,-1262.8573129888348,0.0006473862596767596,633.2703800434159
3.1,-1244.592994131587,0.006513702263709237,591.6741470027371
3.12,-1235.0109602286236,0.0020181159616423252,542.7133813168753
3.14,-1224.5958023752644,-0.0018896832647581658,571.1579968836381
3.16,-1209.5120193578932,-0.020128230739858113,525.4311994644619
3.18,-1201.5671015752232,-0.0025521616480692695,546.7245010349006
3.2,-1192.6358623211067,-0.0025982692699274314,520.9497413908592
3.22,-1184.7608957897583,0.004945199897897191,489.95323219831363
3.24,-1164.5720772133761,0.009570893370437906,503.2626856197931
3.26,-1162.8138768212048,-0.0014370033574835064,521.3963771686111
3.28,-1154.3415355646323,-0.002574865677757369,445.72395426875994
3.3,-1142.6496162191895,-0.016186948808266165,481.9327678148489
3.32,-1134.969789310935,0.005866134867318399,443.7747997521629
3.34,-1126.7063657271015,-0.0071633756346551605,454.59910108868604
3.36,-1115.6377332343397,-0.00013478289203294064,441.4974405324121
3.38,-1102.6057336640708,0.0037883499736206653,427.45382721603255
3.4,-1100.8365884503066,0.00269851178492118,429.9250492585016
3.42,-1093.9318984251931,-0.009954910491396839,432.1374532992002
3.44,-1082.393441435169,0.006256724960764122,419.0580743761677
3.46,-1070.1647711160645,-0.0022182413207406534,391.5603486233669
3.48,-1062.5376345877016,-0.0026641863776030073,427.9693517183382
3.5,-1052.4496937540314,-0.005356585318931785,392.86286863760677
