T,E,M,C
1.0,-4044.5058892708494,-0.9993082528610838,46.12306571751833
1.02,-4042.6942070766017,0.9990779981828094,59.971389404051536
1.04,-4042.462752068854,-0.9990508794595314,56.56732227508606
1.06,-4041.4773032322137,-0.9989189826395234,64.58761745744877
1.08,-4039.7908200754127,0.9987097728886957,68.41814666679856
1.1,-4038.252598798092,0.9985134130395946,80.01991417566852
1.12,-4036.126206605394,0.9982372761620767,89.36624854033317
1.14,-4033.9825179392833,0.9979578841537844,103.66173176867123
1.16,-4031.9150727492356,0.9976963563655814,113.42441545761724
1.18,-3784.7749605873773,-0.018037089275613614,219.87123241906528
1.2,-4026.018341553688,-0.9969031935084289,150.53218366811052
1.22,-4024.3613759916498,0.9966929151803261,141.19924515639943
1.24,-4020.384821854287,0.9961550779432752,162.01910451243552
1.26,-4018.9852908899998,0.9960037579113321,154.7700589763
1.28,-4013.060118769293,-0.9951864604174403,210.33340351323204
1.3,-3750.186065091785,0.09963286871387046,314.9609710514192
1.32,-4006.232119699862,-0.994279829473364,214.8836894115626
1.34,-4002.242666586816,-0.9937206990141468,228.4735550553745
1.36,-3996.5127494199573,-0.9929632155232169,243.62621909578627
1.38,-3988.8296114413915,-0.9918494710337337,293.30505662619436
1.4,-3984.049299753439,-0.9911931026424332,304.04331007858326
1.42,-3979.503608587164,0.9905212457305201,314.28994762585046
1.44,-3973.735760534465,0.9897913775523073,323.95140971251146
1.46,-3967.1255685667757,0.9888038623283616,346.6799401420017
1.48,-3958.842488699411,-0.9876190662249019,378.9866045392898
1.5,-3952.9990500167655,-0.9868786926451032,394.3221742577023
1.52,-3943.128732764484,0.9853351681955621,457.3306283203129
1.54,-3934.8097687365025,-0.9842515177410822,440.5661617093282
1.56,-3925.215631715817,-0.9825946974509546,473.86545574636654
1.58,-3914.310803451529,-0.9810535184765337,477.5692523383839
1.6,-3902.58250457963,0.9793326998974293,559.2213814350542
1.62,-3889.9305574430546,0.9773006880863355,632.8743180848295
1.64,-3881.6174585003428,0.9761730368176016,583.037480644484
1.66,-3872.1802875352787,-0.9744615348153661,593.1037499569762
1.68,-3861.0072369176582,-0.9729925738551162,588.9954807387525
1.7,-3843.868099418197,0.9702674418093071,667.7631904438757
1.72,-3827.2136738355794,-0.9672560994002086,689.5846098657897
1.74,-3815.2447261452035,-0.96534812055136,702.9336597044492
1.76,-3795.173293460581,-0.9619756165729267,863.2451775254084
1.78,-3781.170443181822,-0.9595571837546794,844.470326579555
1.8,-3765.387679043212,-0.9569977442351598,862.511140735314
1.82,-3744.1488443077183,-0.9526032357912483,970.6970265590876
1.84,-3730.4005645276193,-0.950956759706135,969.037599582137
1.86,-3702.150362569805,0.9451322355237425,966.0365574562796
1.88,-3685.5874131005553,0.9426855331816908,1032.7599426572733
1.9,-3665.1354974874967,-0.9384218035815627,1145.6175636004791
1.92,-3638.921600223231,0.9333275385440686,1272.94115991693
1.94,-3619.9314439185773,0.9300407121685671,1300.9598198402127
1.96,-3597.713234711012,-0.9252949147953635,1240.7920724840899
1.98,-3565.554652334764,0.918039055727544,1335.5652181585208
2.0,-3544.6149540589163,-0.914579392502688,1481.9563137330115
2.02,-3503.0223201637646,0.904149922626661,1642.8102761728521
2.04,-3473.7075631103776,-0.8980076634264003,1878.3972386840262
2.06,-3437.031737074124,-0.8900623558957794,1769.8643109610625
2.08,-3399.913083937781,0.8794275960105653,1927.1225915803604
2.1,-3360.695613459818,-0.8680155371558281,1748.929731870522
2.12,-3309.8592168939726,0.8532625249766836,2141.5629050830007
2.14,-3271.813426188409,0.8384657846524866,1997.966913653054
2.16,-3226.27927598576,-0.818715707018747,2392.4678676087465
2.18,-3201.7831998080947,-0.8166653581226199,2272.607029108231
2.2,-3103.8539447667176,0.7697274932546567,2075.260183685036
2.22,-3044.8197095032215,0.7361003147391504,2650.558025027479
2.24,-2988.305228593212,-0.7187096986277747,3284.3396819700906
2.26,-2937.7649872441634,0.6925071412660986,2722.5877593339055
2.28,-2863.3976382370392,0.6312998181854603,4327.077561309424
2.3,-2757.522232470473,0.48656887584009134,3937.823915626812
2.32,-2684.3470265393134,-0.18783632085464275,2500.2475991619776
2.34,-2597.110211546492,0.2646670123049411,3022.1179789483967
2.36,-2543.7364456280206,0.21662524666315278,3009.691103976565
2.38,-2523.6895591676343,0.25275346279018646,2621.4351767039307
2.4,-2420.41070272764,0.0687137565321021,1998.9055908346522
2.42,-2401.286347059445,0.015467547995923816,2477.5013078715797
2.44,-2398.7618516742837,-0.0394107196069683,2811.5081311602376
2.46,-2325.7137967378094,-0.10820872328492322,1965.188495527475
2.48,-2288.697620698381,-0.04991194308204295,1756.6373728453855
2.5,-2243.159861414985,0.002909394514679717,1685.867265211791
2.52,-2211.436433880739,0.13738004603616472,1804.579736588454
2.54,-2165.0016850932266,0.07079742696959451,1457.4914303657263
2.56,-2131.5248366157166,-0.005613859275010862,1377.806657778109
2.58,-2098.671521990286,-0.005746795097922875,1463.2007166562844
2.6,-2097.678485133766,0.014998662267511466,1483.0409335253548
2.62,-2056.8587762886555,0.058761210763538727,1296.190286007477
2.64,-2025.8475143640953,-0.002666780024255942,1246.6690624782443
2.66,-1990.533770143544,0.014764488822575677,1344.2517205436218
2.68,-1978.365742558163,-0.00602579451456434,1176.775843821533
2.7,-1939.0139358295703,0.027953785706569163,1203.7851186161947
2.72,-1914.9623241321738,-0.00705934208456035,1187.5716875959124
2.74,-1903.498316058468,0.029800982073052186,1093.823680175221
2.76,-1884.5837977677534,-0.00329097409979362,1076.064401903779
2.78,-1859.9083942387647,-0.013998124245515851,1056.696243151803
2.8,-1844.496834979653,0.019662537982907076,1049.5382885341726
2.82,-1803.4899264593857,0.005016849896348126,951.171599007139
2.84,-1800.156432327597,0.01706485847662065,1006.3366612793235
2.86,-1789.394207504374,0.007840909513307782,1041.5613815851684
2.88,-1762.5177556703666,0.005783320421154806,993.2720450425549
2.9,-1737.8129859121468,0.010039850774386015,908.043823967102
2.92,-1722.0140664646046,-0.004956544178843438,931.3825461248779
2.94,-1705.3469511856035,-0.012971219859242161,859.024236433092
2.96,-1686.0874905931257,0.009409351507938072,813.1614683667775
2.98,-1674.8743123151326,0.004128610961136958,853.7631855109205
3.0,-1649.7927489987665,-0.011833580252925954,781.0020964804829
3.02,-1635.208790651928,-0.016310205025505436,779.3257486036033
3.04,-1632.3217853498568,0.007812295171836459,832.6660466469583
3.06,-1608.718139283271,0.014844670467387713,795.5794410326804
3.08,-1594.9112652480208,0.0016947533209225782,805.5911278895243
3.1,-1574.2567606920827,0.007341538458213532,716.8898929712439
3.12,-1569.4279159500113,-0.004146027340750428,734.879570786512
3.14,-1549.1606162683065,0.009373857062782908,717.4909414236469
3.16,-1529.4105615628293,0.008203328155909064,608.5396984140222
3.18,-1520.3345935062214,-0.006381960290142616,598.6053211376823
3.2,-1510.54963325119,-0.0016363429631101039,690.7679728095444
3.22,-1494.1658413406249,-0.006245008852628923,609.2046781629604
3.24,-1482.807069165163,0.007395369013422665,669.3917386029187
3.26,-1469.2400186771904,-0.0009850629885963867,631.2723271732776
3.28,-1458.0495412801772,0.01233283756043922,634.6261999256116
3.3,-1446.5642722723685,0.0016814884030217838,614.6606458467111
3.32,-1434.1509614508188,-0.003928370694559101,636.2877082401519
3.34,-1420.4322966659108,-0.002551758470369006,608.9528333200074
3.36,-1411.5394782693393,-0.0028918562626580485,583.3458709455917
3.38,-1405.1413007103322,-0.0074375443414984145,587.7474419896936
3.4,-1390.379690562787,-0.00042087011203945904,550.0303811779783
3.42,-1377.9307167059176,-0.0011907901134876272,543.6199949392607
3.44,-1375.8014038165832,0.005467561036271501,560.0670278637474
3.46,-1357.1556462140027,0.0007165228245225697,515.0235202715097
3.48,-1349.859409062386,0.0005673129727032096,527.3408461766016
3.5,-1334.7909665051113,-0.008156613974359126,508.07839108959826
