Name,Coef.,Std. Error,t,Pr(>|t|),Lower 95%,Upper 95%
(Intercept),0.43050268726838486,0.13889284006804833,3.0995311713509994,0.006185659193508243,0.13869965833774855,0.7223057161990212
log(eigenvalue) - 1,1.2643431940812042,0.07434746804448356,17.0058675478326,1.5513573098353017e-12,1.1081449598304325,1.420541428331976
