Name,Coef.,Std. Error,t,Pr(>|t|),Lower 95%,Upper 95%
(Intercept),0.22850033795377156,0.12045212096116358,1.8970221207432711,0.07398817065301855,-0.02456017776731656,0.4815608536748597
log(eigenvalue) - 1,1.420613948875828,0.06260347173954484,22.69225506831543,1.077305581044601e-14,1.2890889353026114,1.5521389624490447
