q,P,chi,average_cluster_size
0.0,6.00002700005401e-12,0.0034641042131818155,1.000006000018
0.00010001000100010001,2.1147566121600132e-6,0.31867151112391656,1.000603835588219
0.00020002000200020003,2.436986832898198e-6,0.49597715737186066,1.0012034931163396
0.00030003000300030005,2.748026485849321e-6,0.4341046734092455,1.0018037581054007
0.00040004000400040005,2.960197805369211e-6,0.24120928747566117,1.002404984676538
0.0005000500050005,3.00371866440192e-6,0.12740352262209384,1.0030073450912762
0.0006000600060006001,3.0298027022466327e-6,0.1698308009547092,1.0036106418722708
0.0007000700070007,3.053879991741737e-6,0.22562122695475642,1.0042142183334082
0.0008000800080008001,3.0768700089487046e-6,0.26624990231390233,1.0048184636658104
0.0009000900090009,3.1045971865694387e-6,0.30591602649698935,1.0054233109690536
0.001000100010001,3.1100186626001504e-6,0.31279794882793843,1.0060294022765748
0.0011001100110011,3.1214756522974003e-6,0.32656901083411305,1.0066360202745117
0.0012001200120012002,3.1408622931243506e-6,0.34777594548461066,1.0072431918416371
0.0013001300130013002,3.1565204375681953e-6,0.3632489376470732,1.0078508163579787
0.0014001400140014,3.181233861176758e-6,0.38511835724560267,1.0084593174558893
0.0015001500150015,3.2000659209201002e-6,0.3999594335549025,1.0090679913409504
0.0016001600160016002,3.2540102107557923e-6,0.4352206612624137,1.0096776728247938
0.0017001700170017002,3.315227117355071e-6,0.46452877408141535,1.0102876793523974
0.0018001800180018,3.416173553212137e-6,0.4928500047586515,1.0108982281576269
0.0019001900190019003,3.501194390323252e-6,0.4999265685331808,1.0115091854760043
0.002000200020002,3.5397942134384463e-6,0.4983416716845692,1.0121205005396274
0.0021002100210021,3.581644329853111e-6,0.4932303561222339,1.0127329204299418
0.0022002200220022,3.6389904349561833e-6,0.4947940718522231,1.0133452129704983
0.0023002300230023,3.700606987362123e-6,0.4792543008299116,1.0139584527883658
0.0024002400240024004,3.7397083226945817e-6,0.4609425582687033,1.014572163185115
0.0025002500250025004,3.776636797908378e-6,0.4397823621010553,1.0151872369892114
0.0026002600260026003,3.827079544383376e-6,0.4176856563235547,1.0158030153644177
0.0027002700270027003,3.87604951938347e-6,0.4092465653071041,1.0164183996224003
0.0028002800280028,3.928365987230312e-6,0.3788542882434113,1.017034353302271
0.0029002900290029,3.951933925056882e-6,0.3796490865329885,1.0176515724837045
0.003000300030003,3.9812470583978695e-6,0.36802287051522864,1.0182689691882578
0.0031003100310031005,4.019696975886899e-6,0.34344334705668206,1.0188866292531256
0.0032003200320032004,4.043242497285694e-6,0.3463420750307007,1.0195048278271663
0.0033003300330033004,4.070510419191716e-6,0.3558588778482438,1.0201244739388486
0.0034003400340034003,4.081730874232327e-6,0.36197118685111007,1.020743504237682
0.0035003500350035003,4.091033284072289e-6,0.35069915732989715,1.021364289249981
0.0036003600360036,4.106430368454501e-6,0.3672278631099169,1.021986848296234
0.0037003700370037006,4.125948934936373e-6,0.37009408018644774,1.0226098300941624
0.0038003800380038005,4.1306472461535836e-6,0.36361193022912186,1.0232337860753238
0.0039003900390039005,4.1391001591001135e-6,0.34883147550471666,1.0238572775814931
0.004000400040004,4.14681428113087e-6,0.35375195963642775,1.0244817705599116
0.004100410041004101,4.15689027983909e-6,0.3635322956371994,1.0251065812436755
0.0042004200420042,4.16956802980515e-6,0.37509295400594644,1.025731284376844
0.004300430043004301,4.181820772850875e-6,0.38554116669394517,1.0263565480582468
0.0044004400440044,4.203960495191384e-6,0.40279104254763576,1.0269819445296295
0.004500450045004501,4.220650884687349e-6,0.41454081115607216,1.0276099637812848
0.0046004600460046,4.257058880466388e-6,0.43687483966511786,1.0282391042294057
0.0047004700470047005,4.308400382522945e-6,0.46170293575809995,1.0288675944686763
0.004800480048004801,4.3669181872468505e-6,0.4818394400799156,1.0294962388636262
0.0049004900490049,4.408829200403234e-6,0.4914955929043153,1.0301260818295073
0.005000500050005001,4.4195274008997625e-6,0.4935714439001363,1.0307567585758768
0.0051005100510051,4.43035819379722e-6,0.5060805626319798,1.0313882381685437
0.005200520052005201,4.449818315645267e-6,0.5169670479415794,1.0320197684889822
0.0053005300530053,4.46916960606288e-6,0.5185842393796319,1.0326533019207258
0.0054005400540054005,4.5119578421304815e-6,0.5193622471294972,1.0332871840663822
0.005500550055005501,4.529586921851418e-6,0.5186566773102432,1.033919926006157
0.0056005600560056,4.530077251844391e-6,0.5186284723692687,1.0345545001146101
0.005700570057005701,4.53531478377346e-6,0.5182981769344204,1.0351890722203354
0.0058005800580058,4.549840218182732e-6,0.5171035571265857,1.0358239797923068
0.005900590059005901,4.572342579626851e-6,0.514438224299004,1.0364603748406962
