q,P,chi,average_cluster_size
0.0,3.000000607495577e-12,0.0007348469476354731,1.0000002700000366
0.00010001000100010001,2.224471057235719e-5,0.04501604430361563,1.0002780390448125
0.00020002000200020003,2.2389262996144324e-5,0.12168006591290455,1.0005777868096035
0.00030003000300030005,2.268332431616935e-5,0.199437674004552,1.0008772375808197
0.00040004000400040005,2.288533348920899e-5,0.2368896155466029,1.0011769487501923
0.0005000500050005,2.307291112516241e-5,0.2658921608946536,1.0014767386646897
0.0006000600060006001,2.3339870254779943e-5,0.30078013933409325,1.0017763659144363
0.0007000700070007,2.3659267361270416e-5,0.3355668976306163,1.00207605132105
0.0008000800080008001,2.4161771050285538e-5,0.37958766089761176,1.0023752964344093
0.0009000900090009,2.4806690684268702e-5,0.4224887880265712,1.0026741482825958
0.001000100010001,2.5413584356620982e-5,0.45246453417105315,1.0029731321423303
0.0011001100110011,2.604756738060973e-5,0.4751315534097176,1.0032721874251447
0.0012001200120012002,2.6641920908913947e-5,0.48943640679653966,1.0035714186658955
0.0013001300130013002,2.706698358495607e-5,0.4958891308314103,1.0038710672639224
0.0014001400140014,2.737170021980209e-5,0.49866090505255406,1.0041711055440334
0.0015001500150015,2.7706107884169946e-5,0.4999567719176896,1.0044713799590728
0.0016001600160016002,2.8164313505234854e-5,0.49878669813773574,1.0047717146805344
0.0017001700170017002,2.8634767227396954e-5,0.49401448130467246,1.0050720941975435
0.0018001800180018,2.901675658326299e-5,0.48743103224416623,1.0053725497948478
0.0019001900190019003,2.9365712594711904e-5,0.4794687916681859,1.0056729890970901
0.002000200020002,2.9748120738502445e-5,0.469556985502291,1.0059734339187254
0.0021002100210021,3.017653175005112e-5,0.45792143112072486,1.0062740493121
0.0022002200220022,3.059263101503261e-5,0.44527843149922663,1.0065750246419056
0.0023002300230023,3.091246232481383e-5,0.43315918636000134,1.0068764960692198
0.0024002400240024004,3.1134905445119825e-5,0.42208125225175464,1.0071783568346735
0.0025002500250025004,3.133441725698282e-5,0.41013468096405536,1.0074803057903532
0.0026002600260026003,3.157302114546635e-5,0.39563072052385956,1.0077821734690522
0.0027002700270027003,3.184870753023135e-5,0.3800461412235389,1.0080840446784303
0.0028002800280028,3.211885874706186e-5,0.3664329540804804,1.0083860733813288
0.0029002900290029,3.235528145476969e-5,0.3551831091041529,1.0086883200191379
0.003000300030003,3.254762197168506e-5,0.3447389612657368,1.0089907828932199
0.0031003100310031005,3.2690515209237876e-5,0.3346014011462893,1.0092934480694575
0.0032003200320032004,3.280375543599573e-5,0.3235570101350888,1.0095962459090506
0.0033003300330033004,3.2932660393558024e-5,0.3076010661705011,1.0098990732771023
0.0034003400340034003,3.3106076575021976e-5,0.2828716540515373,1.0102019534429625
0.0035003500350035003,3.330430996091189e-5,0.2502805698584433,1.0105050855690139
0.0036003600360036,3.3477689666784014e-5,0.2170347170375201,1.0108086639948268
0.0037003700370037006,3.359455467596906e-5,0.19283830464103885,1.0111127413618082
0.0038003800380038005,3.3664187330008203e-5,0.18297785328006644,1.0114172816336389
0.0039003900390039005,3.371625302045077e-5,0.18551490676346466,1.0117222041514815
0.004000400040004,3.376926031814042e-5,0.19470568168689759,1.0120273523048706
0.004100410041004101,3.3821626199611174e-5,0.20504710234823942,1.0123325547212683
0.0042004200420042,3.386558959930882e-5,0.21356228895020776,1.0126377416060033
0.004300430043004301,3.390050391829117e-5,0.22008366439794522,1.0129429234259635
0.0044004400440044,3.393077764242428e-5,0.22555611240863985,1.0132481025059292
0.004500450045004501,3.39577128232881e-5,0.2302892365053136,1.0135532935642142
0.0046004600460046,3.3978764560495764e-5,0.23390438343130995,1.013858585889635
0.0047004700470047005,3.39930469098453e-5,0.23631691357867027,1.014164108691545
0.004800480048004801,3.4005009011200833e-5,0.23831338701721175,1.0144699328301716
0.0049004900490049,3.402418566418767e-5,0.24146951465437813,1.014776014447584
0.005000500050005001,3.406266378064233e-5,0.24764475507470812,1.0150822277580782
0.0051005100510051,3.413003367645949e-5,0.2579892753425991,1.015388464779574
0.005200520052005201,3.422684312574965e-5,0.27193000438374715,1.015694726694399
0.0053005300530053,3.4342041717234773e-5,0.28729570896144846,1.0160011373169107
0.0054005400540054005,3.44583860867303e-5,0.3016603781937576,1.016307866487201
0.005500550055005501,3.456144917293468e-5,0.3135445909310233,1.0166150050570535
0.0056005600560056,3.464450173727306e-5,0.322609205278284,1.0169224780235688
0.005700570057005701,3.470800813522811e-5,0.3292577599703409,1.0172300752077548
0.0058005800580058,3.4757830998175185e-5,0.3343128498602061,1.0175375789077086
0.005900590059005901,3.4803469776515125e-5,0.3388251766884595,1.0178448773939688
0.006000600060006,3.4854497222734654e-5,0.3437420534861619,1.0181519812185778
0.006100610061006101,3.491595059377716e-5,0.34949166861729736,1.0184589583478354
0.006200620062006201,3.49865699549223e-5,0.3558780775285379,1.0187658649422189
0.0063006300630063005,3.506154192005149e-5,0.3624130555479841,1.0190727290715622
0.006400640064006401,3.5136568857116235e-5,0.3687133362720927,1.019379580691701
0.0065006500650065,3.5209361069812004e-5,0.374608419024757,1.0196864802119077
0.006600660066006601,3.527864250869365e-5,0.3800293943644658,1.0199935131256763
0.0067006700670067,3.534342995496695e-5,0.38493830617418495,1.0203007596508036
0.006800680068006801,3.5403599962333896e-5,0.38936374352954983,1.0206082689410287
0.006900690069006901,3.546031892796439e-5,0.39342154856110184,1.0209160526148933
0.0070007000700070005,3.551535506470878e-5,0.39725664643566555,1.0212240872670344
0.007100710071007101,3.5570179688554367e-5,0.4009797136457398,1.021532314657844
0.0072007200720072,3.562607986515413e-5,0.40467862040696706,1.0218406498162815
0.007300730073007301,3.5685059660350236e-5,0.4084778254723376,1.022149013307724
0.007400740074007401,3.5750295305184136e-5,0.4125597234895417,1.0224573773682122
