Name,Coef.,Std. Error,t,Pr(>|t|),Lower 95%,Upper 95%
(Intercept),0.13105320111147198,0.11468955678356181,1.1426777187638024,0.26814428849956795,-0.1099006165205891,0.37200701874353304
log(eigenvalue) - 1,1.467734515792357,0.05983093492158934,24.531365216269432,2.7624366928917505e-15,1.3420343859273627,1.5934346456573512
