Name,Coef.,Std. Error,t,Pr(>|t|),Lower 95%,Upper 95%
(Intercept),0.09833214521251549,0.11811255824200208,0.8325291287912138,0.41602006273115144,-0.14981313162735999,0.34647742205239096
log(eigenvalue) - 1,1.4878682735534918,0.06149047880966913,24.196726100619184,3.512866503117768e-15,1.3586815713572835,1.6170549757497001
