T,E,M,C
2.0,-2645.0326441671273,-0.8563125832552224,1263.1887288261205
2.02,-2481.4456841783535,-0.5104364853481218,1220.6747595768313
2.04,-2431.0375835779373,-0.3030414525124079,1470.8404080968771
2.06,-2486.3268997181344,-0.7718513020606695,1416.612763235391
2.08,-2373.6204965144716,-0.5628093403875327,1686.6284882356672
2.1,-2315.452007723503,0.4697380757909324,2327.8197897182113
2.12,-2381.1313990708313,0.6760081580228365,1705.4742400862435
2.14,-2376.4048084926885,-0.4849655309325293,2121.0216989787746
2.16,-2252.022267740051,0.4547266272218917,1362.4729446909328
2.18,-2368.879210127333,0.7057054088255638,1872.686361529901
2.2,-2214.8293371520563,-0.2155664691582473,1670.9308930572645
2.22,-2256.9046275641776,0.6059290798754612,2487.2762485876765
2.24,-2157.4418382503277,0.43924493368938844,2010.928944434955
2.26,-2184.6718381545543,0.4860098423860744,1851.990216035701
2.28,-2076.364477049978,0.3490021032679145,1844.2624647284035
2.3,-2043.3174402175973,-0.07379804911594873,1375.5152498316445
2.32,-2006.6661791937627,0.3109341131858783,1688.5138702607464
2.34,-1912.1002323130408,-0.08823005330832676,1239.807537785826
2.36,-1934.6842262401724,-0.1320446301084197,1353.0290761473061
2.38,-1902.4730832924909,0.03608527177377815,1231.03166594811
2.4,-1911.2120178171901,0.16589763651982656,1350.8967023381651
2.42,-1847.7872946961088,-0.09840795714846673,1409.9568301015825
2.44,-1857.8017514879236,-0.09791043549430127,1437.527583610183
2.46,-1785.4269059225876,0.0327752205807951,1260.5190984219003
2.48,-1760.1703751112325,-0.03843370666928725,1209.1795594676344
2.5,-1748.2848685051558,0.21157275595554617,1127.3951385594905
2.52,-1757.344890549702,-0.032206154609138206,1257.3670878318335
2.54,-1699.5295842058779,0.050120150897292985,1181.9967687663743
2.56,-1666.602399082907,-0.05642716471906529,1023.0601718074439
2.58,-1671.6873255518112,0.053828775732344056,980.4074065769152
2.6,-1606.1920657122357,0.04516860600932499,986.2614837208536
2.62,-1607.0537567962704,0.05053680645979327,1099.4705964232114
2.64,-1571.9500195919136,-0.08329131811729415,932.6857007047427
2.66,-1570.6269770447732,-0.11647670665138178,1024.9469372152516
2.68,-1563.2102306016113,-0.10257275241609311,987.5497133918163
2.7,-1520.3050075765116,-0.05469901116010361,900.5932714061271
2.72,-1513.7594379515144,-0.045358343594277074,891.1664757814042
2.74,-1503.0404334622388,-0.009232847498293775,807.0734324181896
2.76,-1484.8981183018454,0.07323665594975809,832.908090034158
2.78,-1471.793720677193,0.05241582920431847,892.529230994547
2.8,-1437.3301630938317,0.015808278343419385,791.762844626988
2.82,-1427.8227625139443,0.07484415840343185,761.062911721664
2.84,-1422.8126409274867,-0.03969847347554717,782.508192384083
2.86,-1392.4627622474445,-0.06362227675524598,751.7982534958276
2.88,-1372.8909344614055,0.0022669504405786215,703.962692562718
2.9,-1358.974641276435,0.02300348667354292,674.5991228381725
2.92,-1351.1321777504986,-0.04501366905531166,671.4596546678836
2.94,-1337.689949743931,0.020480467216128583,707.7254244183853
2.96,-1329.548604810075,-0.019788883598216286,609.0366449687738
2.98,-1330.1165546048076,0.06543967397889904,663.2338191163893
3.0,-1305.03155984528,0.033100816947400816,605.224329887734
