T,E,M,C
2.0,-1530.7700558942095,-0.02882395687114018,496.52017085731495
2.02,-1477.5964515525916,0.0023122325370674417,536.8275670525508
2.04,-1609.1443792861214,-0.03982278010710802,574.6273152035484
2.06,-1498.907419984418,-0.13508361749589112,522.6502903897425
2.08,-1491.0516847588237,0.03853998759525813,544.1270899363184
2.1,-1481.5826401904476,0.09538406032310626,524.1471745453927
2.12,-1507.2814360685254,-0.04966784575563367,533.4102663940685
2.14,-1445.2917771010714,-0.12638404793502064,546.3710619173784
2.16,-1487.324777295533,-0.06693953281718393,531.5193184620493
2.18,-1446.4215338656948,-0.0870193126090724,474.3879197143362
2.2,-1394.2424641921864,0.06335427665863975,537.6557045253975
2.22,-1405.2597221487729,-0.06640368773529556,472.15816347579585
2.24,-1370.0752954089962,-0.07390122000782011,497.56060236766604
2.26,-1355.4518644797565,0.005148613825270112,497.9213362763206
2.28,-1294.8475790765858,-0.00911032464696038,539.9923573836472
2.3,-1391.9723173132138,-0.01420160974323975,490.26347932041347
2.32,-1370.9675607047425,0.003228596927504923,491.5226239885168
2.34,-1320.478998759526,-0.026424029180083623,550.3274471622101
2.36,-1347.926071236281,0.026868791122718668,513.0473599507048
2.38,-1347.9859054816134,0.022819731805233476,496.56637128000966
2.4,-1289.5052552549425,-0.09647320571592516,499.3371534822169
2.42,-1396.121332449997,-0.06162313798745036,483.2440696094037
2.44,-1296.4193710516881,-0.044776291473540925,475.5983142075405
2.46,-1352.2699511680403,0.09604365561371825,490.2525767527624
2.48,-1280.9387678789224,0.101096564710987,502.8018911587378
2.5,-1269.3843058986859,-0.0017447083095114267,449.77616361491386
2.52,-1220.6197673871466,0.03592761412549901,428.52898443079573
2.54,-1310.9097818406071,-0.07059484932548436,472.8944439368095
2.56,-1298.0710663872303,-0.03997800125837966,481.1530677148568
2.58,-1214.595225236217,0.028700467436823886,494.53243147497864
2.6,-1276.6989128882312,-0.058592799878076245,449.8533487848981
2.62,-1238.9655136516703,0.07109650120903552,440.85108090642274
2.64,-1169.7084215247048,0.001393914680860013,421.8580853408802
2.66,-1205.6807105222942,0.05125484800964064,440.7406666121116
2.68,-1204.6581367236574,-0.015456260480424536,435.95771232143636
2.7,-1198.3253456900497,-0.013624043879223868,427.9759305447214
2.72,-1188.043249617635,0.010799854965706865,428.852667904041
2.74,-1185.6597636228341,0.05748062461768702,429.38972614383323
2.76,-1183.076812376926,0.07539911028560888,413.05074992234034
2.78,-1155.4110566683087,0.0079591669959746,421.68834913243717
2.8,-1102.5200972225286,-0.0352038240875186,415.0137587041804
2.82,-1142.9445034584621,-0.030936734463154505,405.8202929045752
2.84,-1163.930729989286,0.05760795800209952,427.88834914200345
2.86,-1120.533602942493,0.006518158330977168,412.211408524293
2.88,-1047.2772903280074,0.003000415157020547,377.2992445713072
2.9,-1129.8129028470112,0.0712398709182299,387.3763991041966
2.92,-1092.94758736307,-0.013818662265807927,398.8014347938386
2.94,-1068.1177746750886,0.056209167204177735,379.44338692002344
2.96,-1050.8323869113526,-0.068477216957228,379.5819983733472
2.98,-1101.9306641971,0.09430203703850217,384.3192335182618
3.0,-1006.5798032147394,-0.0025924645669520856,371.94244169993584
