T,E,M,C
2.0,-1884.2206703224358,-0.12596309974470135,809.2367267356021
2.02,-1834.8158972242777,0.03427607775303862,724.3704734102246
2.04,-1890.5295296566605,-0.17559317120834012,758.9403061889374
2.06,-1820.407506805119,-0.06460028436382079,717.7974440465806
2.08,-1801.7010727873942,-0.03519870489331464,852.7335982476149
2.1,-1851.9337247829587,-0.054569006009158434,893.6767965336614
2.12,-1794.996367688375,0.12767680713020732,817.9251443536341
2.14,-1765.0899266750253,-0.0993384262592437,690.6685488370647
2.16,-1801.2245458153047,-0.07942384523262742,812.1502373714238
2.18,-1826.4669804426483,-0.1413645299335707,815.8781156888635
2.2,-1741.7080684122138,0.05748240215182089,880.7917905408573
2.22,-1707.0746137519827,-0.04309390200129002,713.775054792485
2.24,-1701.9921157642657,0.12395071301240349,862.145692784424
2.26,-1685.5522825099802,0.08666986969815961,801.675438725147
2.28,-1686.2215256208513,0.14065119377422702,743.1281351533412
2.3,-1633.2131779249728,0.07105784569733678,836.690307617987
2.32,-1582.882830363177,-0.0446185703233103,719.3029001921503
2.34,-1627.3957312530788,0.025466588916681694,776.6127942033157
2.36,-1536.6701791920968,0.04198427618810069,706.0572587695274
2.38,-1574.374008588795,0.05588795247222467,705.2629110818018
2.4,-1569.6418714795454,0.04256845510370389,734.9964445990432
2.42,-1516.178381770401,0.04981606763853107,764.7313797904895
2.44,-1577.9617880650476,-0.10285058230248499,710.9407036588021
2.46,-1507.9279117518586,0.015481417142861902,674.385012260072
2.48,-1505.4639410935079,0.023092997879243023,666.1961256152028
2.5,-1485.6417582170484,-0.006943168564160497,686.1798507613689
2.52,-1457.6450894669626,0.061033644687218544,694.2095469311517
2.54,-1419.7560026000406,0.0001991337917410824,659.6924457716383
2.56,-1471.5645373456018,0.07195705987630237,672.1784843617229
2.58,-1394.7832776251187,-0.031210742781285532,664.8975517277922
2.6,-1390.6091681827324,-0.033678355745011136,599.3616872353784
2.62,-1395.3383837858073,0.06543771062348089,604.7160787258236
2.64,-1451.436527405152,-0.004154189921220103,695.5084976601423
2.66,-1352.2459428499094,0.09182043646869187,571.3447378687582
2.68,-1367.6064677882707,0.0022177364281755455,657.3212352472673
2.7,-1337.7050952716654,-0.02613683952244867,626.8697100014084
2.72,-1379.5813101889194,0.19446992318554104,706.552920960238
2.74,-1376.6118639967253,0.03235541646661817,623.290257628806
2.76,-1383.1607698685114,0.013906035745977203,611.1623226021316
2.78,-1295.9029340400025,-0.038485524782209124,490.48102844337706
2.8,-1334.6512202160231,0.0630075773443359,622.4096515520635
2.82,-1337.5718885813496,-0.03474626285810416,575.0083916266857
2.84,-1277.5447838664236,0.06551518820937406,544.1328458325304
2.86,-1262.5146872726682,0.011846011619399702,603.0604652805791
2.88,-1321.2973619415525,0.06821332939274229,566.0343959940618
2.9,-1215.5260597434687,0.04638869450814303,492.855742383044
2.92,-1272.058799892234,0.029079209731746936,543.7986409486117
2.94,-1236.3919398742703,0.044550341119991205,522.6252139652594
2.96,-1159.6852052112408,-0.03427616623936446,503.7347621142063
2.98,-1188.7142116534617,-0.021901950072059098,440.4960035401329
3.0,-1215.65711777759,-0.021911772054227754,477.4192716141438
